id,idk_ratio,idk_count,valid_ratio,valid_count,non_match_count,match_ratio,response_count,match_count,anagram_x,correct,valid,response1,response2,response3,response4,response5,response6,response7,response8,response9
456,0.5,2,0.25,1,3,0.25,4,1,ocseho,choose,['choose'],idk,choose,chose,idk,,,,,
457,0.25,1,0.75,3,1,0.75,4,3,hswi,wish,['wish'],wish,wish,wish,idk,,,,,
458,0.4,2,0.6,3,2,0.6,5,3,ndiai,india,['india'],idk,india,india,india,idk,,,,
459,0.3333333333333333,1,0.0,0,3,0.0,3,0,dcoesl,closed,['closed'],idk,scoled,sloed,,,,,,
46,0.0,0,1.0,4,0,1.0,4,4,elwl,well,['well'],well,well,well,well,,,,,
460,0.0,0,1.0,6,0,1.0,6,6,goen,gone,['gone'],gone,gone,gone,gone,gone,gone,,,
461,0.25,1,0.75,3,1,0.75,4,3,iuldb,build,['build'],build,idk,build,build,,,,,
462,0.6666666666666666,2,0.3333333333333333,1,2,0.3333333333333333,3,1,gdaeam,damage,"['dagame', 'damage']",idk,idk,damage,,,,,,
463,0.0,0,1.0,3,0,1.0,3,3,dlgo,gold,['gold'],gold,gold,gold,,,,,,
464,0.3333333333333333,1,0.6666666666666666,2,1,0.6666666666666666,3,2,errvi,river,['river'],river,river,idk,,,,,,
465,0.0,0,1.0,3,0,1.0,3,3,oroctd,doctor,['doctor'],doctor,doctor,doctor,,,,,,
466,0.0,0,1.0,3,0,1.0,3,3,gikn,king,['king'],king,king,king,,,,,,
467,0.5,1,0.0,0,2,0.0,2,0,sepka,speak,['speak'],idk,peaks,,,,,,,
468,0.6666666666666666,2,0.3333333333333333,1,2,0.3333333333333333,3,1,ctenio,notice,['notice'],idk,notice,idk,,,,,,
469,0.0,0,1.0,3,0,1.0,3,3,luyj,july,['july'],july,july,july,,,,,,
47,0.25,1,0.75,3,3,0.25,4,1,teehr,three,"['ether', 'there', 'three']",idk,there,there,three,,,,,
470,0.25,1,0.5,2,2,0.5,4,2,wietr,write,['write'],idk,write,write,tweir,,,,,
471,0.6666666666666666,2,0.3333333333333333,1,2,0.3333333333333333,3,1,yhhgli,highly,['highly'],idk,highly,idk,,,,,,
472,0.3333333333333333,1,0.0,0,3,0.0,3,0,ates,east,"['seta', 'east', 'seat']",idk,teas,eats,,,,,,
473,0.25,1,0.75,3,1,0.75,4,3,iegth,eight,['eight'],eight,eight,eight,idk,,,,,
474,0.4,2,0.4,2,3,0.4,5,2,rteinw,winter,"['twiner', 'winter']",winter,idk,winter,writen,idk,,,,
475,0.3333333333333333,1,0.0,0,3,0.0,3,0,sten,sent,"['sent', 'nest']",tens,nets,idk,,,,,,
476,0.0,0,1.0,5,0,1.0,5,5,ufnny,funny,['funny'],funny,funny,funny,funny,funny,,,,
477,0.0,0,1.0,5,0,1.0,5,5,ekronb,broken,['broken'],broken,broken,broken,broken,broken,,,,
478,0.25,1,0.75,3,1,0.75,4,3,bnak,bank,['bank'],idk,bank,bank,bank,,,,,
479,0.3333333333333333,1,0.3333333333333333,1,2,0.3333333333333333,3,1,krcta,track,['track'],idk,track,crakt,,,,,,
48,0.3333333333333333,2,0.6666666666666666,4,2,0.6666666666666666,6,4,gehnca,change,['change'],idk,change,idk,change,change,change,,,
480,0.6666666666666666,2,0.3333333333333333,1,2,0.3333333333333333,3,1,eoytrh,theory,['theory'],idk,theory,idk,,,,,,
481,0.25,1,0.5,2,3,0.25,4,1,oerl,role,"['lore', 'role']",lore,idk,role,roel,,,,,
482,0.6666666666666666,2,0.3333333333333333,1,2,0.3333333333333333,3,1,buaml,album,['album'],album,idk,idk,,,,,,
483,0.5,2,0.5,2,2,0.5,4,2,caedvi,advice,['advice'],advice,idk,advice,idk,,,,,
484,0.0,0,1.0,4,0,1.0,4,4,rkpa,park,['park'],park,park,park,park,,,,,
485,0.0,0,1.0,3,0,1.0,3,3,eacep,peace,['peace'],peace,peace,peace,,,,,,
486,0.3333333333333333,1,0.6666666666666666,2,1,0.6666666666666666,3,2,iatonn,nation,"['anoint', 'nation']",idk,nation,nation,,,,,,
487,0.0,0,0.75,3,1,0.75,4,3,olco,cool,['cool'],loco,cool,cool,cool,,,,,
488,0.6666666666666666,2,0.3333333333333333,1,2,0.3333333333333333,3,1,orets,store,['store'],idk,store,idk,,,,,,
489,0.3333333333333333,1,0.0,0,3,0.0,3,0,recmaa,camera,['camera'],idk,creama,creaam,,,,,,
49,0.0,0,0.8571428571428571,6,1,0.8571428571428571,7,6,hcmu,much,"['chum', 'much']",much,muvh,much,much,much,much,much,,
490,0.0,0,1.0,5,0,1.0,5,5,ibll,bill,['bill'],bill,bill,bill,bill,bill,,,,
491,0.0,0,1.0,3,0,1.0,3,3,bwron,brown,['brown'],brown,brown,brown,,,,,,
492,0.3333333333333333,1,0.3333333333333333,1,2,0.3333333333333333,3,1,ycgane,agency,"['cagney', 'agency']",idk,agency,cogane,,,,,,
493,0.0,0,0.75,3,2,0.5,4,2,esva,save,"['save', 'aves', 'vase']",save,save,vase,vaest,,,,,
494,0.6666666666666666,2,0.3333333333333333,1,2,0.3333333333333333,3,1,omevd,moved,['moved'],idk,moved,idk,,,,,,
495,0.6666666666666666,2,0.3333333333333333,1,2,0.3333333333333333,3,1,sutsat,status,['status'],idk,status,idk,,,,,,
496,0.5,2,0.5,2,3,0.25,4,1,rtea,rate,"['rate', 'tare', 'tera', 'tear']",rate,idk,tear,idk,,,,,
497,0.6666666666666666,2,0.3333333333333333,1,2,0.3333333333333333,3,1,hadae,ahead,['ahead'],idk,ahead,idk,,,,,,
498,0.4,2,0.6,3,2,0.6,5,3,eurrdm,murder,['murder'],idk,murder,murder,murder,idk,,,,
499,0.0,0,1.0,3,0,1.0,3,3,fsta,fast,['fast'],fast,fast,fast,,,,,,
5,0.0,0,1.0,4,1,0.75,4,3,hrete,there,"['ether', 'there', 'three']",there,three,there,there,,,,,
50,0.0,0,1.0,6,3,0.5,6,3,eastt,state,"['state', 'taste', 'testa']",state,taste,state,state,taste,taste,,,
500,0.5,2,0.5,2,2,0.5,4,2,oaird,radio,"['radio', 'aroid']",radio,idk,radio,idk,,,,,
501,0.3333333333333333,1,0.6666666666666666,2,1,0.6666666666666666,3,2,tlgifh,flight,['flight'],flight,flight,idk,,,,,,
502,0.0,0,1.0,3,0,1.0,3,3,eblu,blue,"['bleu', 'blue']",blue,blue,blue,,,,,,
503,0.2,1,0.6,3,2,0.6,5,3,olwla,allow,['allow'],idk,allow,allow,allow,lawlo,,,,
504,0.0,0,1.0,5,0,1.0,5,5,eeffoc,coffee,['coffee'],coffee,coffee,coffee,coffee,coffee,,,,
505,0.0,0,1.0,5,0,1.0,5,5,ezsi,size,['size'],size,size,size,size,size,,,,
506,0.25,1,0.5,2,2,0.5,4,2,cssor,cross,['cross'],cross,idk,cross,cossr,,,,,
507,0.75,3,0.25,1,3,0.25,4,1,lacatu,actual,['actual'],idk,idk,actual,idk,,,,,
508,0.25,1,0.0,0,4,0.0,4,0,setp,step,"['pest', 'step']",pets,pets,pets,idk,,,,,
509,0.6666666666666666,2,0.3333333333333333,1,2,0.3333333333333333,3,1,levod,loved,['loved'],idk,loved,idk,,,,,,
51,0.16666666666666666,1,0.8333333333333334,5,1,0.8333333333333334,6,5,aingkm,making,['making'],making,making,idk,making,making,making,,,
510,0.3333333333333333,1,0.6666666666666666,2,1,0.6666666666666666,3,2,ielmob,mobile,['mobile'],idk,mobile,mobile,,,,,,
511,0.0,0,1.0,5,0,1.0,5,5,lfal,fall,['fall'],fall,fall,fall,fall,fall,,,,
512,0.0,0,0.6666666666666666,2,1,0.6666666666666666,3,2,psdee,speed,['speed'],speed,speed,deeps,,,,,,
513,0.6,3,0.2,1,4,0.2,5,1,nedoep,opened,['opened'],idk,idk,opened,deepon,idk,,,,
514,0.0,0,1.0,5,1,0.8,5,4,telf,felt,"['left', 'felt']",left,felt,felt,felt,felt,,,,
515,0.0,0,1.0,3,0,1.0,3,3,scouf,focus,['focus'],focus,focus,focus,,,,,,
516,0.25,1,0.75,3,1,0.75,4,3,dpacle,placed,['placed'],placed,idk,placed,placed,,,,,
517,0.3333333333333333,1,0.6666666666666666,2,1,0.6666666666666666,3,2,aidp,paid,['paid'],idk,paid,paid,,,,,,
518,0.4,2,0.6,3,2,0.6,5,3,aexrt,extra,"['taxer', 'extra']",extra,idk,extra,extra,idk,,,,
519,0.0,0,1.0,3,3,0.0,3,0,edsign,signed,"['signed', 'design']",design,design,design,,,,,,
52,0.0,0,1.0,4,0,1.0,4,4,stmo,most,['most'],most,most,most,most,,,,,
520,0.3333333333333333,1,0.6666666666666666,2,2,0.3333333333333333,3,1,gpea,page,"['page', 'gape']",idk,gape,page,,,,,,
521,0.0,0,1.0,3,0,1.0,3,3,kcuqi,quick,['quick'],quick,quick,quick,,,,,,
522,0.6666666666666666,2,0.3333333333333333,1,2,0.3333333333333333,3,1,itagen,eating,['eating'],idk,eating,idk,,,,,,
523,0.0,0,0.6666666666666666,2,3,0.0,3,0,vteo,vote,"['vote', 'veto']",veto,veto,veot,,,,,,
524,0.2,1,0.8,4,1,0.8,5,4,clnae,clean,"['lance', 'clean']",clean,clean,clean,clean,idk,,,,
525,0.25,1,0.75,3,1,0.75,4,3,eencsr,screen,"['screen', 'censer']",screen,idk,screen,screen,,,,,
526,0.0,0,1.0,4,0,1.0,4,4,htae,hate,"['thea', 'hate', 'heat']",hate,hate,hate,hate,,,,,
527,0.0,0,0.6666666666666666,2,1,0.6666666666666666,3,2,eecsn,scene,"['cense', 'scene']",scene,scene,sceen,,,,,,
528,0.25,1,0.5,2,2,0.5,4,2,scephe,speech,['speech'],speech,idk,speech,spheep,,,,,
529,0.3333333333333333,1,0.6666666666666666,2,1,0.6666666666666666,3,2,ndse,send,['send'],send,send,idk,,,,,,
53,0.16666666666666666,1,0.8333333333333334,5,1,0.8333333333333334,6,5,eudrn,under,['under'],idk,under,under,under,under,under,,,
530,0.6666666666666666,2,0.3333333333333333,1,2,0.3333333333333333,3,1,raeeg,agree,"['agree', 'eager', 'gerea']",idk,agree,idk,,,,,,
531,0.5,1,0.0,0,2,0.0,2,0,praaep,appear,['appear'],idk,preaap,,,,,,,
532,0.0,0,0.75,3,1,0.75,4,3,lehl,hell,['hell'],hell,hell,hell,lelh,,,,,
533,0.25,1,0.75,3,1,0.75,4,3,nsepd,spend,['spend'],spend,idk,spend,spend,,,,,
534,0.25,1,0.5,2,2,0.5,4,2,ctapec,accept,['accept'],idk,accept,accept,pectac,,,,,
535,0.25,1,0.75,3,1,0.75,4,3,lrod,lord,['lord'],idk,lord,lord,lord,,,,,
536,0.3333333333333333,1,0.6666666666666666,2,1,0.6666666666666666,3,2,ahyev,heavy,['heavy'],idk,heavy,heavy,,,,,,
537,0.5,1,0.5,1,1,0.5,2,1,omtbto,bottom,['bottom'],idk,bottom,,,,,,,
538,0.0,0,0.6666666666666666,2,1,0.6666666666666666,3,2,dnma,damn,['damn'],damn,damn,namd,,,,,,
539,0.5,2,0.5,2,2,0.5,4,2,cchao,coach,['coach'],idk,coach,coach,idk,,,,,
54,0.3333333333333333,2,0.6666666666666666,4,2,0.6666666666666666,6,4,huhtog,though,['though'],idk,though,idk,though,though,though,,,
540,0.25,1,0.75,3,1,0.75,4,3,saequr,square,['square'],square,idk,square,square,,,,,
541,0.0,0,1.0,4,0,1.0,4,4,opor,poor,['poor'],poor,poor,poor,poor,,,,,
542,0.0,0,0.3333333333333333,1,2,0.3333333333333333,3,1,tnari,train,['train'],train,tirant,tarin,,,,,,
543,0.6666666666666666,2,0.0,0,3,0.0,3,0,sdiaer,raised,['raised'],idk,raides,idk,,,,,,
544,0.2,1,0.6,3,2,0.6,5,3,nrob,born,"['born', 'brno']",born,idk,born,born,bron,,,,
545,0.25,1,0.75,3,1,0.75,4,3,tscos,costs,"['scots', 'costs']",idk,costs,costs,costs,,,,,
546,0.3333333333333333,1,0.3333333333333333,1,2,0.3333333333333333,3,1,eegadr,agreed,"['dragee', 'geared', 'agreed']",idk,garden,agreed,,,,,,
547,0.0,0,1.0,3,0,1.0,3,3,klwa,walk,['walk'],walk,walk,walk,,,,,,
548,0.25,1,0.5,2,2,0.5,4,2,ialcm,claim,['claim'],idk,milac,claim,claim,,,,,
549,0.25,1,0.5,2,2,0.5,4,2,enmdad,demand,"['demand', 'madden', 'damned']",idk,mended,demand,demand,,,,,
55,0.0,0,0.8333333333333334,5,1,0.8333333333333334,6,5,evry,very,['very'],very,very,revy,very,very,very,,,
550,0.3333333333333333,1,0.6666666666666666,2,1,0.6666666666666666,3,2,ikcp,pick,['pick'],pick,pick,idk,,,,,,
551,0.2,1,0.4,2,3,0.4,5,2,othel,hotel,['hotel'],idk,thole,hotel,hotel,eloth,,,,
552,0.0,0,0.75,3,1,0.75,4,3,enieng,engine,['engine'],engine,engine,engine,ingeen,,,,,
553,0.0,0,1.0,4,0,1.0,4,4,iahr,hair,['hair'],hair,hair,hair,hair,,,,,
554,0.0,0,1.0,4,0,1.0,4,4,ejudg,judge,['judge'],judge,judge,judge,judge,,,,,
555,0.6666666666666666,2,0.0,0,3,0.0,3,0,nemlat,mental,"['mental', 'mantel', 'lament', 'mantle']",idk,malent,idk,,,,,,
556,0.0,0,1.0,3,0,1.0,3,3,odro,door,['door'],door,door,door,,,,,,
557,0.3333333333333333,1,0.3333333333333333,1,2,0.3333333333333333,3,1,hcear,reach,['reach'],idk,reach,reacd,,,,,,
558,0.25,1,0.5,2,2,0.5,4,2,trufoh,fourth,['fourth'],idk,fourth,fourth,trouf,,,,,
559,0.2,1,0.8,4,1,0.8,5,4,oedc,code,"['code', 'deco']",code,code,code,code,idk,,,,
56,0.16666666666666666,1,0.8333333333333334,5,6,0.0,6,0,hgint,thing,"['thing', 'night']",idk,night,night,night,night,night,,,
560,0.25,1,0.75,3,1,0.75,4,3,forlo,floor,['floor'],floor,idk,floor,floor,,,,,
561,0.6666666666666666,2,0.3333333333333333,1,2,0.3333333333333333,3,1,ecfdor,forced,['forced'],idk,forced,idk,,,,,,
562,0.0,0,1.0,3,0,1.0,3,3,ngis,sign,"['sing', 'sign']",sign,sign,sign,,,,,,
563,0.0,0,0.8,4,1,0.8,5,4,iameg,image,['image'],image,image,image,image,imagine,,,,
564,0.6666666666666666,2,0.3333333333333333,1,2,0.3333333333333333,3,1,mriaen,remain,"['mainer', 'remain', 'marine']",idk,remain,idk,,,,,,
565,0.3333333333333333,1,0.6666666666666666,2,3,0.0,3,0,reca,race,"['acer', 'care', 'race', 'acre']",care,care,idk,,,,,,
566,0.25,1,0.75,3,2,0.5,4,2,arnib,brain,"['brain', 'bairn']",idk,brain,brain,bairn,,,,,
567,0.5,2,0.5,2,2,0.5,4,2,acgitn,acting,['acting'],idk,idk,acting,acting,,,,,
568,0.0,0,1.0,4,3,0.25,4,1,sole,lose,"['sloe', 'lose', 'sole']",sole,lose,sole,sole,,,,,
569,0.0,0,0.6666666666666666,2,1,0.6666666666666666,3,2,wsort,worst,['worst'],worst,worts,worst,,,,,,
57,0.2,1,0.8,4,1,0.8,5,4,sanseo,season,['season'],idk,season,season,season,season,,,,
570,0.4,2,0.6,3,2,0.6,5,3,lsueax,sexual,['sexual'],idk,sexual,sexual,sexual,idk,,,,
571,0.0,0,1.0,5,0,1.0,5,5,seme,seem,['seem'],seem,seem,seem,seem,seem,,,,
572,0.0,0,1.0,3,0,1.0,3,3,civli,civil,['civil'],civil,civil,civil,,,,,,
573,0.5,2,0.5,2,2,0.5,4,2,regtta,target,['target'],idk,target,target,idk,,,,,
574,0.0,0,0.75,3,1,0.75,4,3,afse,safe,['safe'],safe,safe,safe,fesa,,,,,
575,0.4,2,0.4,2,3,0.4,5,2,kcsot,stock,['stock'],stock,idk,idk,stock,scokt,,,,
576,0.0,0,0.75,3,1,0.75,4,3,aestte,estate,['estate'],estate,attest,estate,estate,,,,,
577,0.0,0,1.0,3,0,1.0,3,3,sols,loss,['loss'],loss,loss,loss,,,,,,
578,0.5,1,0.0,0,2,0.0,2,0,nedac,dance,"['dance', 'acned']",idk,caned,,,,,,,
579,0.6666666666666666,2,0.3333333333333333,1,2,0.3333333333333333,3,1,etdgbu,budget,['budget'],budget,idk,idk,,,,,,
58,0.0,0,1.0,6,1,0.8333333333333334,6,5,eenv,even,"['even', 'neve']",even,even,even,neve,even,even,,,
580,0.4,2,0.6,3,2,0.6,5,3,geuh,huge,['huge'],huge,idk,huge,huge,idk,,,,
581,0.3333333333333333,1,0.6666666666666666,2,1,0.6666666666666666,3,2,echab,beach,['beach'],idk,beach,beach,,,,,,
582,0.25,1,0.5,2,2,0.5,4,2,ersvli,silver,"['silver', 'sliver']",silver,livers,silver,idk,,,,,
583,0.5,2,0.25,1,3,0.25,4,1,ayok,okay,['okay'],okay,idk,yoak,idk,,,,,
584,0.3333333333333333,1,0.6666666666666666,2,1,0.6666666666666666,3,2,coorl,color,['color'],color,color,idk,,,,,,
585,0.6666666666666666,2,0.3333333333333333,1,2,0.3333333333333333,3,1,mlaian,animal,"['animal', 'malian', 'lamina', 'manila']",idk,animal,idk,,,,,,
586,0.0,0,0.6666666666666666,2,1,0.6666666666666666,3,2,galo,goal,['goal'],goal,aglo,goal,,,,,,
587,0.25,1,0.75,3,1,0.75,4,3,ardng,grand,['grand'],grand,grand,grand,idk,,,,,
588,0.5,2,0.5,2,2,0.5,4,2,dpsear,spread,['spread'],spread,idk,spread,idk,,,,,
589,0.25,1,0.75,3,3,0.25,4,1,awsy,ways,"['sway', 'yaws', 'ways']",ways,sway,sway,idk,,,,,
59,0.14285714285714285,1,0.8571428571428571,6,1,0.8571428571428571,7,6,uhseo,house,['house'],idk,house,house,house,house,house,house,,
590,0.0,0,1.0,4,0,1.0,4,4,tsewe,sweet,['sweet'],sweet,sweet,sweet,sweet,,,,,
591,0.25,1,0.5,2,2,0.5,4,2,ommyer,memory,['memory'],idk,memory,memory,mmoery,,,,,
592,0.3333333333333333,1,0.6666666666666666,2,2,0.3333333333333333,3,1,myra,army,"['army', 'mary']",idk,army,mary,,,,,,
593,0.3333333333333333,1,0.3333333333333333,1,3,0.0,3,0,thuco,touch,"['touch', 'couth']",idk,couth,cuoth,,,,,,
594,0.3333333333333333,1,0.6666666666666666,2,1,0.6666666666666666,3,2,slpupy,supply,['supply'],supply,idk,supply,,,,,,
595,0.0,0,1.0,3,0,1.0,3,3,dpee,deep,['deep'],deep,deep,deep,,,,,,
596,0.25,1,0.75,3,1,0.75,4,3,mraed,dream,"['dream', 'armed']",dream,dream,dream,idk,,,,,
597,0.3333333333333333,1,0.6666666666666666,2,1,0.6666666666666666,3,2,sonrpi,prison,['prison'],prison,prison,idk,,,,,,
598,0.5,2,0.5,2,2,0.5,4,2,ebsa,base,['base'],base,idk,base,idk,,,,,
599,0.0,0,1.0,3,0,1.0,3,3,irdnk,drink,['drink'],drink,drink,drink,,,,,,
6,0.3333333333333333,2,0.6666666666666666,4,2,0.6666666666666666,6,4,runoda,around,"['arundo', 'around']",idk,around,around,around,around,idk,,,
60,0.2,1,0.8,4,1,0.8,5,4,gritny,trying,['trying'],idk,trying,trying,trying,trying,,,,
600,0.3333333333333333,1,0.6666666666666666,2,1,0.6666666666666666,3,2,inwowd,window,['window'],window,window,idk,,,,,,
61,0.0,0,0.8333333333333334,5,1,0.8333333333333334,6,5,rehe,here,['here'],here,here,heer,here,here,here,,,
62,0.0,0,1.0,5,0,1.0,5,5,cplae,place,['place'],place,place,place,place,place,,,,
63,0.16666666666666666,1,0.8333333333333334,5,2,0.6666666666666666,6,4,etunid,united,"['united', 'untied']",idk,untied,united,united,united,united,,,
64,0.0,0,1.0,6,0,1.0,6,6,edne,need,"['eden', 'need']",need,need,need,need,need,need,,,
65,0.0,0,1.0,4,0,1.0,4,4,gaani,again,['again'],again,again,again,again,,,,,
66,0.5,2,0.5,2,3,0.25,4,1,osrecu,course,"['crouse', 'source', 'cerous', 'course']",idk,course,source,idk,,,,,
67,0.0,0,1.0,5,0,1.0,5,5,okwr,work,['work'],work,work,work,work,work,,,,
68,0.0,0,1.0,5,0,1.0,5,5,fuond,found,['found'],found,found,found,found,found,,,,
69,0.25,1,0.75,3,1,0.75,4,3,ahtelh,health,['health'],idk,health,health,health,,,,,
7,0.0,0,1.0,5,0,1.0,5,5,usjt,just,['just'],just,just,just,just,just,,,,
70,0.0,0,1.0,5,0,1.0,5,5,aery,year,['year'],year,year,year,year,year,,,,
71,0.0,0,0.8571428571428571,6,1,0.8571428571428571,7,6,thmgi,might,['might'],might,might,might,gimth,might,might,might,,
72,0.0,0,1.0,5,0,1.0,5,5,aknhts,thanks,['thanks'],thanks,thanks,thanks,thanks,thanks,,,,
73,0.0,0,1.0,4,0,1.0,4,4,emad,made,"['edam', 'made', 'dame', 'mead']",made,made,made,made,,,,,
74,0.25,2,0.75,6,2,0.75,8,6,oyemn,money,['money'],idk,money,money,money,idk,money,money,money,
75,0.2,1,0.8,4,1,0.8,5,4,aolcis,social,['social'],idk,social,social,social,social,,,,
76,0.0,0,0.6666666666666666,4,2,0.6666666666666666,6,4,ktea,take,"['teak', 'take']",take,take,kate,take,take,kate,,,
77,0.0,0,1.0,5,5,0.0,5,0,tihgn,night,"['thing', 'night']",thing,thing,thing,thing,thing,,,,
78,0.0,0,0.8571428571428571,6,1,0.8571428571428571,7,6,segiln,single,['single'],single,single,single,single,single,single,sinlge,,
79,0.0,0,1.0,5,0,1.0,5,5,yamn,many,"['myna', 'many']",many,many,many,many,many,,,,
8,0.14285714285714285,1,0.8571428571428571,6,1,0.8571428571428571,7,6,otrhe,other,"['other', 'throe']",idk,other,other,other,other,other,other,,
80,0.25,1,0.75,3,1,0.75,4,3,pguro,group,['group'],idk,group,group,group,,,,,
81,0.2,1,0.8,4,1,0.8,5,4,ieffco,office,['office'],idk,office,office,office,office,,,,
82,0.0,0,1.0,6,1,0.8333333333333334,6,5,ilfe,life,"['life', 'file']",file,life,life,life,life,life,,,
83,0.0,0,0.8,4,1,0.8,5,4,sttra,start,['start'],tarts,start,start,start,start,,,,
84,0.0,0,1.0,4,0,1.0,4,4,bmcoee,become,['become'],become,become,become,become,,,,,
85,0.0,0,1.0,7,0,1.0,7,7,odwn,down,['down'],down,down,down,down,down,down,down,,
86,0.0,0,0.75,3,1,0.75,4,3,sitem,times,"['smite', 'times', 'metis']",times,times,times,mites,,,,,
87,0.2,1,0.8,4,1,0.8,5,4,rtytep,pretty,['pretty'],pretty,pretty,pretty,idk,pretty,,,,
88,0.0,0,1.0,7,5,0.2857142857142857,7,2,tlsa,last,"['salt', 'slat', 'last', 'lats']",salt,salt,salt,last,last,salt,salt,,
89,0.16666666666666666,1,0.6666666666666666,4,2,0.6666666666666666,6,4,dotya,today,['today'],today,ttoday,idk,today,today,today,,,
9,0.16666666666666666,1,0.8333333333333334,5,1,0.8333333333333334,6,5,etertb,better,['better'],better,better,idk,better,better,better,,,
90,0.0,0,1.0,5,0,1.0,5,5,tremta,matter,['matter'],matter,matter,matter,matter,matter,,,,
91,0.0,0,1.0,4,0,1.0,4,4,stbe,best,['best'],best,best,best,best,,,,,
92,0.0,0,1.0,8,2,0.75,8,6,itonp,point,"['pinto', 'piton', 'point', 'pinot']",point,point,point,piton,piton,point,point,point,
93,0.2,1,0.8,4,1,0.8,5,4,iyasgn,saying,['saying'],idk,saying,saying,saying,saying,,,,
94,0.0,0,1.0,5,0,1.0,5,5,cuhs,such,['such'],such,such,such,such,such,,,,
95,0.2,1,0.8,4,1,0.8,5,4,icums,music,['music'],idk,music,music,music,music,,,,
96,0.16666666666666666,1,0.8333333333333334,5,2,0.6666666666666666,6,4,fedrni,friend,"['finder', 'friend']",idk,friend,friend,friend,friend,finder,,,
97,0.0,0,1.0,4,0,1.0,4,4,loev,love,"['vole', 'love']",love,love,love,love,,,,,
98,0.25,1,0.75,3,1,0.75,4,3,rpoew,power,['power'],idk,power,power,power,,,,,
99,0.4,2,0.4,2,3,0.4,5,2,adenwt,wanted,['wanted'],idk,wwanted,idk,wanted,wanted,,,,
